id,title,casts,rating,address
25980443,海边的曼彻斯特,"卡西·阿弗莱克,卢卡斯·赫奇斯,米歇尔·威廉姆斯",8.6,https://movie.douban.com/subject/25980443/
26430107,二十二,,8.7,https://movie.douban.com/subject/26430107/
25724855,房间,"布丽·拉尔森,雅各布·特伦布莱,肖恩·布里吉格斯",8.8,https://movie.douban.com/subject/25724855/
3011051,恐怖游轮,"梅利莎·乔治,利亚姆·海姆斯沃斯,迈克尔·多曼",8.5,https://movie.douban.com/subject/3011051/
1296909,虎口脱险,"路易·德·菲奈斯,布尔维尔,克劳迪奥·布鲁克",8.9,https://movie.douban.com/subject/1296909/
1307811,魔女宅急便,"高山南,佐久间玲,户田惠子",8.6,https://movie.douban.com/subject/1307811/
26787574,奇迹男孩,"雅各布·特伦布莱,朱莉娅·罗伯茨,伊扎贝拉·维多维奇",8.6,https://movie.douban.com/subject/26787574/
1302827,人工智能,"海利·乔·奥斯蒙,弗兰西丝·奥康纳,山姆·洛巴兹",8.6,https://movie.douban.com/subject/1302827/
1862151,疯狂的石头,"郭涛,刘桦,连晋",8.5,https://movie.douban.com/subject/1862151/
1293460,雨中曲,"吉恩·凯利,唐纳德·奥康纳,黛比·雷诺斯",9.0,https://movie.douban.com/subject/1293460/
1300374,绿里奇迹,"汤姆·汉克斯,大卫·摩斯,迈克·克拉克·邓肯",8.8,https://movie.douban.com/subject/1300374/
27622447,小偷家族,"中川雅也,安藤樱,松冈茉优",8.7,https://movie.douban.com/subject/27622447/
10808442,爱在午夜降临前,"伊桑·霍克,朱莉·德尔佩,肖姆斯·戴维-菲茨帕特里克",8.8,https://movie.douban.com/subject/10808442/
1291879,罗生门,"三船敏郎,京町子,森雅之",8.8,https://movie.douban.com/subject/1291879/
1291844,终结者2：审判日,"阿诺·施瓦辛格,琳达·汉密尔顿,爱德华·福隆",8.7,https://movie.douban.com/subject/1291844/
4739952,初恋这件小事,"平采娜·乐维瑟派布恩,马里奥·毛瑞尔,苏达拉·布查蓬",8.4,https://movie.douban.com/subject/4739952/
3443389,海洋,"皮尔斯·布鲁斯南,雅克·贝汉,姜文",9.1,https://movie.douban.com/subject/3443389/
1293964,魂断蓝桥,"费雯·丽,罗伯特·泰勒,露塞尔·沃特森",8.8,https://movie.douban.com/subject/1293964/
1308857,可可西里,"多布杰,张垒,奇道",8.8,https://movie.douban.com/subject/1308857/
1295865,燃情岁月,"布拉德·皮特,安东尼·霍普金斯,艾丹·奎因",8.8,https://movie.douban.com/subject/1295865/
1292226,2001太空漫游,"凯尔·杜拉,加里·洛克伍德,威廉姆·西尔维斯特",8.8,https://movie.douban.com/subject/1292226/
1937946,穿越时空的少女,"仲里依纱,石田卓也,板仓光隆",8.6,https://movie.douban.com/subject/1937946/
1293908,城市之光,"查理·卓别林,弗吉尼亚·切瑞尔,佛罗伦斯·李",9.3,https://movie.douban.com/subject/1293908/
1292329,牯岭街少年杀人事件,"张震,杨静怡,张国柱",8.8,https://movie.douban.com/subject/1292329/
1292287,新龙门客栈,"张曼玉,林青霞,梁家辉",8.6,https://movie.douban.com/subject/1292287/
1438652,无耻混蛋,"布拉德·皮特,梅拉尼·罗兰,克里斯托弗·瓦尔兹",8.6,https://movie.douban.com/subject/1438652/
26614893,完美陌生人,"马可·贾利尼,卡夏·斯穆特尼亚克,爱德华多·莱奥",8.5,https://movie.douban.com/subject/26614893/
3075287,源代码,"杰克·吉伦哈尔,维拉·法米加,米歇尔·莫纳汉",8.4,https://movie.douban.com/subject/3075287/
1828115,色，戒,"梁朝伟,汤唯,陈冲",8.5,https://movie.douban.com/subject/1828115/
1305690,阿飞正传,"张国荣,张曼玉,刘嘉玲",8.5,https://movie.douban.com/subject/1305690/
1303394,青蛇,"张曼玉,王祖贤,赵文卓",8.5,https://movie.douban.com/subject/1303394/
1760622,香水,"本·卫肖,艾伦·瑞克曼,蕾切儿·哈伍德",8.5,https://movie.douban.com/subject/1760622/
1867345,遗愿清单,"杰克·尼科尔森,摩根·弗里曼,西恩·海耶斯",8.6,https://movie.douban.com/subject/1867345/
1308767,谍影重重2,"马特·达蒙,弗朗卡·波滕特,布莱恩·考克斯",8.7,https://movie.douban.com/subject/1308767/
1428175,血钻,"莱昂纳多·迪卡普里奥,杰曼·翰苏,詹妮弗·康纳利",8.7,https://movie.douban.com/subject/1428175/
2363506,地球上的星星,"达席尔·萨法瑞,阿米尔·汗,塔奈·切赫达",8.9,https://movie.douban.com/subject/2363506/
27059130,大佛普拉斯,"庄益增,陈竹昇,戴立忍",8.7,https://movie.douban.com/subject/27059130/
1419936,战争之王,"尼古拉斯·凯奇,布丽姬·穆娜,杰瑞德·莱托",8.6,https://movie.douban.com/subject/1419936/
1304102,谍影重重,"马特·达蒙,弗朗卡·波滕特,克里斯·库珀",8.6,https://movie.douban.com/subject/1304102/
3592854,疯狂的麦克斯4：狂暴之路,"汤姆·哈迪,查理兹·塞隆,尼古拉斯·霍尔特",8.6,https://movie.douban.com/subject/3592854/
2222996,步履不停,"阿部宽,夏川结衣,江原由希子",8.8,https://movie.douban.com/subject/2222996/
25807345,彗星来的那一夜,"艾米丽·芭尔多尼,莫瑞·史特林,尼古拉斯·布兰登",8.5,https://movie.douban.com/subject/25807345/
1292528,猜火车,"伊万·麦克格雷格,艾文·布莱纳,约翰尼·李·米勒",8.5,https://movie.douban.com/subject/1292528/
2213597,朗读者,"凯特·温丝莱特,大卫·克劳斯,拉尔夫·费因斯",8.6,https://movie.douban.com/subject/2213597/
2297265,浪潮,"于尔根·福格尔,弗雷德里克·劳,马克思·雷迈特",8.7,https://movie.douban.com/subject/2297265/
1297518,九品芝麻官,"周星驰,吴孟达,张敏",8.5,https://movie.douban.com/subject/1297518/
26393561,小萝莉的猴神大叔,"萨尔曼·汗,哈莎莉·马洛特拉,卡琳娜·卡普尔",8.4,https://movie.douban.com/subject/26393561/
1309055,哈利·波特与火焰杯,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特",8.5,https://movie.douban.com/subject/1309055/
6874403,再次出发之纽约遇见你,"凯拉·奈特莉,马克·鲁弗洛,亚当·莱文",8.6,https://movie.douban.com/subject/6874403/
1291568,东京物语,"笠智众,原节子,杉村春子",9.2,https://movie.douban.com/subject/1291568/
25954475,聚焦,"马克·鲁弗洛,迈克尔·基顿,瑞秋·麦克亚当斯",8.8,https://movie.douban.com/subject/25954475/
25921812,驴得水,"任素汐,大力,刘帅良",8.3,https://movie.douban.com/subject/25921812/
1397546,追随,"杰里米·西奥伯德,亚历克斯·霍,露西·拉塞尔",8.9,https://movie.douban.com/subject/1397546/
1300117,千钧一发,"伊桑·霍克,乌玛·瑟曼,裘德·洛",8.8,https://movie.douban.com/subject/1300117/
5964718,一次别离,"佩曼·莫阿迪,蕾拉·哈塔米,萨瑞·巴亚特",8.7,https://movie.douban.com/subject/5964718/
5300054,波西米亚狂想曲,"拉米·马雷克,本·哈迪,约瑟夫·梅泽罗",8.7,https://movie.douban.com/subject/5300054/
5908478,我爱你,"宋在浩,李顺载,尹秀晶",9.0,https://movie.douban.com/subject/5908478/
1291824,黑鹰坠落,"乔什·哈奈特,伊万·麦克格雷格,汤姆·塞兹摩尔",8.7,https://movie.douban.com/subject/1291824/
27615441,网络谜踪,"约翰·赵,米切尔·拉,黛博拉·梅辛",8.6,https://movie.douban.com/subject/27615441/
27191492,四个春天,"陆运坤,李桂贤,陆庆伟",8.9,https://movie.douban.com/subject/27191492/
1292233,发条橙,"马尔科姆·麦克道威尔,帕特里克·马基,迈克尔·贝茨",8.6,https://movie.douban.com/subject/1292233/
1304141,黑客帝国2：重装上阵,"基努·里维斯,劳伦斯·菲什伯恩,凯瑞-安·莫斯",8.6,https://movie.douban.com/subject/1304141/
